,Open Price,Close Price,High Price,Low Price,Volume,target,Year,Month,Day,Dayofweek
100,892.96,906.83,909.45,887.6,5738979840,1,2009,5,28,3
101,907.02,919.14,920.02,903.56,6050420224,1,2009,5,29,4
102,923.26,942.87,947.77,923.26,6370440192,1,2009,6,1,0
103,942.87,944.74,949.38,938.46,5987339776,0,2009,6,2,1
104,942.51,931.76,942.51,923.85,5323769856,1,2009,6,3,2
105,932.49,942.46,942.47,929.32,5352889856,0,2009,6,4,3
106,945.67,940.09,951.69,934.13,5277910016,0,2009,6,5,4
107,938.12,939.14,946.33,926.44,4483429888,1,2009,6,8,0
108,940.35,942.43,946.92,936.15,4439949824,0,2009,6,9,1
109,942.73,939.15,949.77,927.97,5379420160,1,2009,6,10,2
110,939.04,944.89,956.23,939.04,5500839936,1,2009,6,11,3
111,943.44,946.21,946.3,935.66,4528119808,0,2009,6,12,4
112,942.45,923.72,942.45,919.65,4697880064,0,2009,6,15,0
113,925.6,911.97,928.0,911.6,4951199744,0,2009,6,16,1
114,911.89,910.71,918.44,903.78,5523650048,1,2009,6,17,2
115,910.86,918.37,921.93,907.94,4684009984,1,2009,6,18,3
116,919.96,921.23,927.09,915.8,5713390080,0,2009,6,19,4
117,918.13,893.04,918.13,893.04,4903940096,1,2009,6,22,0
118,893.46,895.1,898.69,888.86,5071020032,1,2009,6,23,1
119,896.31,900.94,910.85,896.31,4636720128,1,2009,6,24,2
120,899.45,920.26,921.42,896.27,4911240192,0,2009,6,25,3
121,918.84,918.9,922.0,913.03,6076660224,1,2009,6,26,4
122,919.86,927.23,927.99,916.18,4211760128,0,2009,6,29,0
123,927.15,919.32,930.01,912.86,4627570176,1,2009,6,30,1
124,920.82,923.33,931.92,920.82,3919399936,0,2009,7,1,2
125,921.24,896.42,921.24,896.42,3931000064,1,2009,7,2,3
126,894.27,898.72,898.72,886.36,4712580096,0,2009,7,6,0
127,898.6,881.03,898.6,879.93,4673299968,0,2009,7,7,1
128,881.9,879.56,886.8,869.32,5721780224,1,2009,7,8,2
129,881.28,882.68,887.86,878.45,4347169792,0,2009,7,9,3
130,880.03,879.13,883.57,872.81,3912079872,1,2009,7,10,4
131,879.57,901.05,901.05,875.32,4499440128,1,2009,7,13,0
132,900.77,905.84,905.84,896.5,4149029888,1,2009,7,14,1
133,910.15,932.68,933.95,910.15,5238830080,1,2009,7,15,2
134,930.17,940.74,943.96,927.45,4898639872,0,2009,7,16,3
135,940.56,940.38,941.89,934.65,5141380096,1,2009,7,17,4
136,942.07,951.13,951.62,940.99,4853150208,1,2009,7,20,0
137,951.97,954.58,956.53,943.22,5309300224,0,2009,7,21,1
138,953.4,954.07,959.83,947.75,4634100224,1,2009,7,22,2
139,954.07,976.29,979.42,953.27,5761650176,1,2009,7,23,3
140,972.16,979.26,979.79,965.95,4458299904,1,2009,7,24,4
141,978.63,982.18,982.49,972.29,4631289856,0,2009,7,27,0
142,981.48,979.62,982.35,969.35,5490350080,0,2009,7,28,1
143,977.66,975.15,977.76,968.65,5178769920,1,2009,7,29,2
144,976.01,986.75,996.68,976.01,6035180032,1,2009,7,30,3
145,986.8,987.48,993.18,982.85,5139069952,1,2009,7,31,4
146,990.22,1002.63,1003.61,990.22,5603440128,1,2009,8,3,0
147,1001.41,1005.65,1007.12,996.68,5713699840,0,2009,8,4,1
148,1005.41,1002.72,1006.64,994.31,7242120192,0,2009,8,5,2
149,1004.06,997.08,1008.0,992.49,6753379840,1,2009,8,6,3
150,999.83,1010.48,1018.0,999.83,6827089408,0,2009,8,7,4
151,1008.89,1007.1,1010.12,1000.99,5406080000,0,2009,8,10,0
152,1005.77,994.35,1005.77,992.4,5773159936,1,2009,8,11,1
153,994.0,1005.81,1012.78,993.36,5498169856,1,2009,8,12,2
154,1005.86,1012.73,1013.14,1000.82,5250659840,0,2009,8,13,3
155,1012.23,1004.09,1012.6,994.6,4940749824,0,2009,8,14,4
156,998.18,979.73,998.18,978.51,4088570112,1,2009,8,17,0
157,980.62,989.67,991.2,980.62,4198970112,1,2009,8,18,1
158,986.88,996.46,999.61,980.62,4256999936,1,2009,8,19,2
159,996.41,1007.37,1008.92,996.39,4893159936,1,2009,8,20,3
160,1009.06,1026.13,1027.59,1009.06,5885550080,0,2009,8,21,4
161,1026.59,1025.57,1035.82,1022.48,6302450176,1,2009,8,24,0
162,1026.63,1028.0,1037.75,1026.21,5768739840,1,2009,8,25,1
163,1027.35,1028.12,1032.47,1021.57,5080059904,1,2009,8,26,2
164,1027.81,1030.98,1033.33,1016.2,5785880064,0,2009,8,27,3
165,1031.62,1028.93,1039.47,1023.13,5785780224,0,2009,8,28,4
166,1025.21,1020.62,1025.21,1014.62,5004559872,0,2009,8,31,0
167,1019.52,998.04,1028.45,996.28,6862360064,0,2009,9,1,1
168,996.07,994.75,1000.34,991.97,5842729984,1,2009,9,2,2
169,996.12,1003.24,1003.43,992.25,4624280064,1,2009,9,3,3
170,1003.84,1016.4,1016.48,1001.65,4097370112,1,2009,9,4,4
171,1018.67,1025.39,1026.07,1018.67,5235160064,1,2009,9,8,1
172,1025.36,1033.37,1036.34,1023.97,5202549760,1,2009,9,9,2
173,1032.99,1044.14,1044.14,1028.04,5191379968,0,2009,9,10,3
174,1043.92,1042.73,1048.18,1038.4,4922599936,1,2009,9,11,4
175,1040.15,1049.34,1049.74,1035.0,4979610112,1,2009,9,14,0
176,1049.03,1052.63,1056.04,1043.42,6185619968,1,2009,9,15,1
177,1053.99,1068.76,1068.76,1052.87,6793529344,0,2009,9,16,2
178,1067.87,1065.49,1074.77,1061.2,6668109824,1,2009,9,17,3
179,1066.6,1068.3,1071.52,1064.27,5607969792,0,2009,9,18,4
180,1067.14,1064.66,1067.28,1057.46,4615280128,1,2009,9,21,0
181,1066.35,1071.66,1073.81,1066.35,5246600192,0,2009,9,22,1
182,1072.69,1060.87,1080.15,1060.39,5531930112,0,2009,9,23,2
183,1062.56,1050.78,1066.29,1045.85,5505610240,0,2009,9,24,3
184,1049.48,1044.38,1053.47,1041.17,4507089920,1,2009,9,25,4
185,1045.38,1062.98,1065.13,1045.38,3726949888,0,2009,9,28,0
186,1063.69,1060.61,1069.62,1057.83,4949899776,0,2009,9,29,1
187,1061.02,1057.08,1063.4,1046.47,5998859776,0,2009,9,30,2
188,1054.91,1029.85,1054.91,1029.45,5791450112,0,2009,10,1,3
189,1029.71,1025.21,1030.6,1019.95,5583240192,1,2009,10,2,4
190,1026.87,1040.46,1042.58,1025.92,4313310208,1,2009,10,5,0
191,1042.02,1054.72,1060.55,1042.02,5029839872,1,2009,10,6,1
192,1053.65,1057.58,1058.02,1050.1,4238220032,1,2009,10,7,2
193,1060.03,1065.48,1070.67,1060.03,4988400128,1,2009,10,8,3
194,1065.28,1071.49,1071.51,1063.0,3763780096,1,2009,10,9,4
195,1071.63,1076.19,1079.46,1071.63,3710429952,0,2009,10,12,0
196,1074.96,1073.19,1075.3,1066.71,4320480256,1,2009,10,13,1
197,1078.68,1092.02,1093.17,1078.68,5406419968,1,2009,10,14,2
198,1090.36,1096.56,1096.56,1086.41,5369780224,0,2009,10,15,3
199,1094.67,1087.68,1094.67,1081.53,4894739968,1,2009,10,16,4
200,1088.22,1097.91,1100.17,1086.48,4619239936,0,2009,10,19,0
201,1098.64,1091.06,1098.64,1086.16,5396930048,0,2009,10,20,1
202,1090.36,1081.4,1101.36,1080.77,5616289792,1,2009,10,21,2
203,1080.96,1092.91,1095.21,1074.31,5192410112,0,2009,10,22,3
204,1095.62,1079.6,1095.83,1075.49,4767459840,0,2009,10,23,4
205,1080.36,1066.95,1091.75,1065.23,6363380224,0,2009,10,26,0
206,1067.54,1063.41,1072.48,1060.62,5337379840,0,2009,10,27,1
207,1061.51,1042.63,1063.26,1042.19,6600350208,1,2009,10,28,2
208,1043.69,1066.11,1066.83,1043.69,5595039744,0,2009,10,29,3
209,1065.41,1036.19,1065.41,1033.38,6512419840,1,2009,10,30,4
210,1036.18,1042.88,1052.18,1029.38,6202639872,1,2009,11,2,0
211,1040.92,1045.41,1046.36,1033.94,5487499776,1,2009,11,3,1
212,1047.14,1046.5,1061.0,1045.15,5635509760,1,2009,11,4,2
213,1047.3,1066.63,1066.65,1047.3,4848350208,1,2009,11,5,3
214,1064.95,1069.3,1071.48,1059.32,4277129984,1,2009,11,6,4
215,1072.31,1093.08,1093.19,1072.31,4460029952,0,2009,11,9,0
216,1091.86,1093.01,1096.42,1087.4,4394769920,1,2009,11,10,1
217,1096.04,1098.51,1105.37,1093.81,4286700032,0,2009,11,11,2
218,1098.31,1087.24,1101.97,1084.9,4160250112,1,2009,11,12,3
219,1087.59,1093.48,1097.79,1085.33,3792610048,1,2009,11,13,4
220,1094.13,1109.3,1113.69,1094.13,4565850112,1,2009,11,16,0
221,1109.22,1110.32,1110.52,1102.19,3824069888,0,2009,11,17,1
222,1109.44,1109.8,1111.1,1102.7,4293339904,0,2009,11,18,2
223,1106.44,1094.9,1106.44,1088.4,4178030080,0,2009,11,19,3
224,1094.66,1091.38,1094.66,1086.81,3751229952,1,2009,11,20,4
225,1094.86,1106.24,1112.38,1094.86,3827919872,0,2009,11,23,0
226,1105.83,1105.65,1107.56,1097.63,3700819968,1,2009,11,24,1
227,1106.49,1110.63,1111.18,1104.75,3036349952,0,2009,11,25,2
228,1105.47,1091.49,1105.47,1083.74,2362909952,1,2009,11,27,4
229,1091.07,1095.63,1097.24,1086.25,3895520000,1,2009,11,30,0
230,1098.89,1108.86,1112.28,1098.89,4249309952,1,2009,12,1,1
231,1109.03,1109.24,1115.58,1105.29,3941339904,0,2009,12,2,2
232,1110.59,1099.92,1117.28,1098.74,4810030080,1,2009,12,3,3
233,1100.43,1105.98,1119.13,1096.52,5781139968,0,2009,12,4,4
234,1105.52,1103.25,1110.72,1100.83,4103360000,0,2009,12,7,0
235,1103.04,1091.94,1103.04,1088.61,4748029952,1,2009,12,8,1
236,1091.07,1095.95,1097.04,1085.89,4115409920,1,2009,12,9,2
237,1098.69,1102.35,1106.25,1098.69,3996489984,1,2009,12,10,3
238,1103.96,1106.41,1108.5,1101.34,3791089920,1,2009,12,11,4
239,1107.84,1114.11,1114.76,1107.84,4548490240,0,2009,12,14,0
240,1114.11,1107.93,1114.11,1105.35,5045100032,1,2009,12,15,1
241,1108.61,1109.18,1116.21,1107.96,4829819904,0,2009,12,16,2
242,1106.36,1096.08,1106.36,1095.88,7615070208,1,2009,12,17,3
243,1097.86,1102.47,1103.74,1093.88,6325890048,1,2009,12,18,4
244,1105.31,1114.05,1117.68,1105.31,3977339904,1,2009,12,21,0
245,1114.51,1118.02,1120.27,1114.51,3641129984,1,2009,12,22,1
246,1118.84,1120.59,1121.58,1116.0,3166870016,1,2009,12,23,2
247,1121.08,1126.48,1126.48,1121.08,1267709952,1,2009,12,24,3
248,1127.53,1127.78,1130.38,1123.51,2716400128,0,2009,12,28,0
249,1128.55,1126.2,1130.38,1126.08,2491020032,1,2009,12,29,1
250,1125.53,1126.42,1126.42,1121.94,2277299968,0,2009,12,30,2
251,1126.6,1115.1,1127.64,1114.81,2076989952,1,2009,12,31,3
252,1116.56,1132.99,1133.87,1116.56,3991399936,1,2010,1,4,0
253,1132.66,1136.52,1136.63,1129.66,2491020032,1,2010,1,5,1
254,1135.71,1137.14,1139.19,1133.95,4972660224,1,2010,1,6,2
255,1136.27,1141.69,1142.46,1131.32,5270680064,1,2010,1,7,3
256,1140.52,1144.98,1145.39,1136.22,4389590016,1,2010,1,8,4
257,1145.96,1146.98,1149.74,1142.02,4255780096,0,2010,1,11,0
258,1143.81,1136.22,1143.81,1131.77,4716160000,1,2010,1,12,1
259,1137.31,1145.68,1148.4,1133.18,4170360064,1,2010,1,13,2
260,1145.68,1148.46,1150.41,1143.8,3915200000,0,2010,1,14,3
261,1147.72,1136.03,1147.77,1131.39,4758730240,1,2010,1,15,4
262,1136.03,1150.23,1150.45,1135.77,4724830208,0,2010,1,19,1
263,1147.95,1138.04,1147.95,1129.25,4810560000,0,2010,1,20,2
264,1138.68,1116.48,1141.58,1114.84,6874289664,0,2010,1,21,3
265,1115.49,1091.76,1115.49,1090.18,6208650240,1,2010,1,22,4
266,1092.4,1096.78,1102.97,1092.4,4481390080,0,2010,1,25,0
267,1095.8,1092.17,1103.69,1089.86,4731910144,1,2010,1,26,1
268,1091.94,1097.5,1099.51,1083.11,5319119872,0,2010,1,27,2
269,1096.93,1084.53,1100.22,1078.46,5452400128,0,2010,1,28,3
270,1087.61,1073.87,1096.45,1071.59,5412850176,1,2010,1,29,4
271,1073.89,1089.19,1089.38,1073.89,4077609984,1,2010,2,1,0
272,1090.05,1103.32,1104.73,1087.96,4749539840,0,2010,2,2,1
273,1100.67,1097.28,1102.72,1093.97,4285449984,0,2010,2,3,2
274,1097.25,1063.11,1097.25,1062.78,5859689984,1,2010,2,4,3
275,1064.12,1066.19,1067.13,1044.5,6438900224,0,2010,2,5,4
276,1065.51,1056.74,1071.2,1056.51,4089819904,1,2010,2,8,0
277,1060.06,1070.52,1079.28,1060.06,5114259968,0,2010,2,9,1
278,1069.68,1068.13,1073.67,1059.34,4251450112,1,2010,2,10,2
279,1067.1,1078.47,1080.04,1060.59,4400869888,0,2010,2,11,3
280,1075.95,1075.51,1077.81,1062.97,4160679936,1,2010,2,12,4
281,1079.13,1094.87,1095.67,1079.13,4080770048,1,2010,2,16,1
282,1096.14,1099.51,1101.03,1094.72,4259229952,1,2010,2,17,2
283,1099.03,1106.75,1108.24,1097.48,3878619904,1,2010,2,18,3
284,1105.49,1109.17,1112.42,1100.8,3944280064,0,2010,2,19,4
285,1110.0,1108.01,1112.29,1105.38,3814439936,0,2010,2,22,0
286,1107.49,1094.6,1108.58,1092.18,4521050112,1,2010,2,23,1
287,1095.89,1105.24,1106.42,1095.5,4168359936,0,2010,2,24,2
288,1101.24,1102.94,1103.5,1086.02,4521129984,1,2010,2,25,3
289,1103.1,1104.49,1107.24,1097.56,3945189888,1,2010,2,26,4
290,1105.36,1115.71,1116.11,1105.36,3847640064,1,2010,3,1,0
291,1117.01,1118.31,1123.46,1116.51,4134680064,1,2010,3,2,1
292,1119.36,1118.79,1125.64,1116.58,3951320064,1,2010,3,3,2
293,1119.12,1122.97,1123.73,1116.66,3945009920,1,2010,3,4,3
294,1125.12,1138.7,1139.38,1125.12,4132999936,0,2010,3,5,4
295,1138.4,1138.5,1141.05,1136.77,3774680064,1,2010,3,8,0
296,1137.56,1140.45,1145.37,1134.9,5185569792,1,2010,3,9,1
297,1140.22,1145.61,1148.26,1140.09,5469120000,1,2010,3,10,2
298,1143.96,1150.24,1150.24,1138.99,4669060096,0,2010,3,11,3
299,1151.71,1149.99,1153.41,1146.97,4928159744,1,2010,3,12,4
300,1148.53,1150.51,1150.98,1141.45,4164110080,1,2010,3,15,0
301,1150.83,1159.46,1160.28,1150.35,4369769984,1,2010,3,16,1
302,1159.94,1166.21,1169.84,1159.94,4963200000,0,2010,3,17,2
303,1166.13,1165.83,1167.77,1161.16,4234510080,0,2010,3,18,3
304,1166.68,1159.9,1169.2,1155.33,5212409856,1,2010,3,19,4
305,1157.25,1165.81,1167.82,1152.88,4261680128,1,2010,3,22,0
306,1166.47,1174.17,1174.72,1163.83,4411639808,0,2010,3,23,1
307,1172.7,1167.72,1173.04,1166.01,4705750016,0,2010,3,24,2
308,1170.03,1165.73,1180.69,1165.09,5668899840,1,2010,3,25,3
309,1167.58,1166.59,1173.93,1161.48,4708420096,1,2010,3,26,4
310,1167.71,1173.22,1174.85,1167.71,4375580160,1,2010,3,29,0
311,1173.75,1173.27,1177.83,1168.92,4084999936,0,2010,3,30,1
312,1171.75,1169.43,1174.56,1165.77,4484340224,1,2010,3,31,2
313,1171.23,1178.1,1181.43,1170.69,4006870016,1,2010,4,1,3
314,1178.71,1187.44,1187.73,1178.71,3881619968,1,2010,4,5,0
315,1186.01,1189.44,1191.8,1182.77,4086180096,0,2010,4,6,1
316,1188.23,1182.45,1189.6,1177.25,5101429760,1,2010,4,7,2
317,1181.75,1186.44,1188.55,1175.12,4726969856,1,2010,4,8,3
318,1187.47,1194.37,1194.66,1187.15,4511569920,1,2010,4,9,4
319,1194.94,1196.48,1199.2,1194.71,4607090176,1,2010,4,12,0
320,1195.94,1197.3,1199.04,1188.82,5403579904,1,2010,4,13,1
321,1198.69,1210.65,1210.65,1198.69,5760039936,1,2010,4,14,2
322,1210.77,1211.67,1213.92,1208.5,5995330048,0,2010,4,15,3
323,1210.17,1192.13,1210.17,1186.77,8108470272,1,2010,4,16,4
324,1192.06,1197.52,1197.87,1183.68,6597740032,1,2010,4,19,0
325,1199.04,1207.17,1208.58,1199.04,5316590080,0,2010,4,20,1
326,1207.16,1205.94,1210.99,1198.85,5724310016,1,2010,4,21,2
327,1202.52,1208.67,1210.27,1190.19,6035780096,1,2010,4,22,3
328,1207.87,1217.28,1217.28,1205.1,5326060032,0,2010,4,23,4
329,1217.07,1212.05,1219.8,1211.07,5647759872,0,2010,4,26,0
330,1209.92,1183.71,1211.38,1181.62,7454539776,1,2010,4,27,1
331,1184.59,1191.36,1195.05,1181.81,6342309888,1,2010,4,28,2
332,1193.3,1206.78,1209.36,1193.3,6059409920,0,2010,4,29,3
333,1206.77,1186.69,1207.99,1186.32,6048260096,1,2010,4,30,4
334,1188.58,1202.26,1205.13,1188.58,4938050048,0,2010,5,3,0
335,1197.5,1173.6,1197.5,1168.12,6594719744,0,2010,5,4,1
336,1169.24,1165.87,1175.94,1158.15,5345739776,0,2010,5,5,2
337,1164.38,1128.15,1167.58,1065.79,8499845632,0,2010,5,6,3
338,1127.04,1110.88,1135.13,1094.15,7908571136,1,2010,5,7,4
339,1122.27,1159.73,1163.85,1122.27,5894190592,0,2010,5,10,0
340,1156.39,1155.79,1170.48,1147.71,4757018112,1,2010,5,11,1
341,1155.43,1171.67,1172.87,1155.43,4303021056,0,2010,5,12,2
342,1170.04,1157.43,1173.57,1156.14,3991357440,0,2010,5,13,3
343,1157.18,1135.68,1157.19,1126.14,5020334080,1,2010,5,14,4
344,1136.52,1136.94,1141.88,1114.96,4800825856,0,2010,5,17,0
345,1138.78,1120.8,1148.66,1117.2,5095633408,0,2010,5,18,1
346,1119.57,1115.05,1124.27,1100.66,5459280384,0,2010,5,19,2
347,1107.34,1071.59,1107.34,1071.58,6804612608,1,2010,5,20,3
348,1067.26,1087.69,1090.16,1055.9,6898945024,0,2010,5,21,4
349,1084.78,1073.65,1089.95,1072.7,4342348288,1,2010,5,24,0
350,1067.42,1074.03,1074.75,1040.78,6034440704,0,2010,5,25,1
351,1075.51,1067.95,1090.75,1065.59,5942965248,1,2010,5,26,2
352,1074.27,1103.06,1103.52,1074.27,4512457728,0,2010,5,27,3
353,1102.59,1089.41,1102.59,1084.78,4119971840,0,2010,5,28,4
354,1087.3,1070.71,1094.77,1069.89,4233958912,1,2010,6,1,1
355,1073.01,1098.38,1098.56,1072.03,4050759680,1,2010,6,2,2
356,1098.82,1102.83,1105.67,1091.81,3976068608,0,2010,6,3,3
357,1098.43,1064.88,1098.43,1060.5,5272601088,0,2010,6,4,4
358,1065.84,1050.47,1071.36,1049.86,4641607680,1,2010,6,7,0
359,1050.81,1062.0,1063.15,1042.17,5141008384,0,2010,6,8,1
360,1062.75,1055.69,1077.74,1052.25,4999515648,1,2010,6,9,2
361,1058.77,1086.84,1087.85,1058.77,4223705088,1,2010,6,10,3
362,1082.65,1091.6,1092.25,1077.12,3299004160,0,2010,6,11,4
363,1095.0,1089.63,1105.91,1089.03,3410038016,1,2010,6,14,0
364,1091.21,1115.23,1115.59,1091.21,3697936640,0,2010,6,15,1
365,1114.02,1114.61,1118.74,1107.13,3393684480,1,2010,6,16,2
366,1115.98,1116.04,1117.72,1105.87,3523781888,1,2010,6,17,3
367,1116.16,1117.51,1121.01,1113.93,3881388800,0,2010,6,18,4
368,1122.79,1113.2,1131.23,1108.24,3476544512,0,2010,6,21,0
369,1113.9,1095.31,1118.5,1094.18,3527638016,0,2010,6,22,1
370,1095.57,1092.04,1099.64,1085.31,3682042112,0,2010,6,23,2
371,1090.93,1073.69,1090.93,1071.6,4146615296,1,2010,6,24,3
372,1075.1,1076.76,1083.56,1067.89,5685122048,0,2010,6,25,4
373,1077.5,1074.57,1082.6,1071.45,3412819968,0,2010,6,28,0
374,1071.1,1041.24,1071.1,1035.18,5306515968,0,2010,6,29,1
375,1040.56,1030.71,1048.08,1028.33,4381456384,0,2010,6,30,2
376,1031.1,1027.37,1033.58,1010.91,5445166080,0,2010,7,1,3
377,1027.65,1022.58,1032.95,1015.93,3291828992,1,2010,7,2,4
378,1028.09,1028.06,1042.5,1018.35,4021683456,1,2010,7,6,1
379,1028.54,1060.27,1060.89,1028.54,4178165248,1,2010,7,7,2
380,1062.92,1070.25,1071.25,1058.24,3818173440,1,2010,7,8,3
381,1070.5,1077.96,1078.16,1068.1,2919744256,1,2010,7,9,4
