,Open Price,Close Price,High Price,Low Price,Volume,target,Year,Month,Day,Dayofweek
382,1077.23,1078.75,1080.78,1070.45,2913463552,1,2010,7,12,0
383,1080.65,1095.34,1099.46,1080.65,4004365568,0,2010,7,13,1
384,1095.61,1095.17,1099.08,1087.68,3610198272,1,2010,7,14,2
385,1094.46,1096.48,1098.66,1080.53,3904782080,0,2010,7,15,3
386,1093.85,1064.88,1093.85,1063.32,4801893888,1,2010,7,16,4
387,1066.85,1071.25,1074.7,1061.11,3526535680,1,2010,7,19,0
388,1064.53,1083.48,1083.94,1056.88,3978723072,0,2010,7,20,1
389,1086.67,1069.59,1088.96,1065.25,4164918784,1,2010,7,21,2
390,1072.14,1093.67,1097.5,1072.14,4126588416,1,2010,7,22,3
391,1092.17,1102.66,1103.73,1087.88,3877972736,1,2010,7,23,4
392,1102.89,1115.01,1115.01,1101.3,3401113088,0,2010,7,26,0
393,1117.36,1113.84,1120.95,1109.78,3949238272,0,2010,7,27,1
394,1112.84,1106.13,1114.66,1103.11,3372256000,0,2010,7,28,2
395,1108.07,1101.53,1115.9,1092.82,4065637120,1,2010,7,29,3
396,1098.44,1101.6,1106.44,1088.01,3559977216,1,2010,7,30,4
397,1107.53,1125.86,1127.3,1107.53,3491944704,0,2010,8,2,0
398,1125.34,1120.46,1125.44,1116.76,3306420736,1,2010,8,3,1
399,1121.06,1127.24,1128.75,1119.46,3329163520,0,2010,8,4,2
400,1125.78,1125.81,1126.56,1118.81,2855106560,0,2010,8,5,3
401,1122.07,1121.64,1123.06,1107.17,3187447552,1,2010,8,6,4
402,1122.8,1127.79,1129.24,1120.91,2787515392,0,2010,8,9,0
403,1122.92,1121.06,1127.16,1111.58,3495174400,0,2010,8,10,1
404,1116.89,1089.47,1116.89,1088.55,3966967808,0,2010,8,11,2
405,1081.48,1083.61,1086.72,1076.69,3633155584,0,2010,8,12,3
406,1082.22,1079.25,1086.25,1079.0,2663313664,1,2010,8,13,4
407,1077.49,1079.38,1082.62,1069.49,2589711616,1,2010,8,16,0
408,1081.16,1092.54,1100.14,1081.16,3378307584,1,2010,8,17,1
409,1092.08,1094.16,1099.77,1085.76,3245234688,0,2010,8,18,2
410,1092.44,1075.63,1092.44,1070.66,3941771008,0,2010,8,19,3
411,1075.63,1071.69,1075.63,1063.91,3451371008,0,2010,8,20,4
412,1073.36,1067.36,1081.58,1067.08,2912427776,0,2010,8,23,0
413,1063.2,1051.87,1063.2,1046.68,3863085312,1,2010,8,24,1
414,1048.98,1055.33,1059.38,1039.83,3763407872,0,2010,8,25,2
415,1056.28,1047.22,1061.45,1045.4,3191529472,1,2010,8,26,3
416,1049.27,1064.59,1065.21,1039.7,3634069248,0,2010,8,27,4
417,1062.9,1048.92,1064.4,1048.79,2638118656,1,2010,8,30,0
418,1046.88,1049.33,1055.14,1040.88,3980733952,1,2010,8,31,1
419,1049.72,1080.29,1081.3,1049.72,3901788672,1,2010,9,1,2
420,1080.66,1090.1,1090.1,1080.39,3081915648,1,2010,9,2,3
421,1093.61,1104.51,1105.1,1093.61,2976884224,0,2010,9,3,4
422,1102.6,1091.84,1102.6,1091.15,2804453376,1,2010,9,7,1
423,1092.36,1098.87,1103.26,1092.36,2972467456,1,2010,9,8,2
424,1101.15,1104.18,1110.27,1101.15,2956465664,1,2010,9,9,3
425,1104.57,1109.55,1110.88,1103.92,2618010368,1,2010,9,10,4
426,1113.38,1121.9,1123.87,1113.38,3309057792,0,2010,9,13,0
427,1121.16,1121.1,1127.36,1115.58,3287773696,1,2010,9,14,1
428,1119.43,1125.07,1126.46,1114.63,3008001280,0,2010,9,15,2
429,1123.89,1124.66,1125.44,1118.88,3025791232,1,2010,9,16,3
430,1126.39,1125.59,1131.47,1122.43,4213282304,1,2010,9,17,4
431,1126.57,1142.71,1144.86,1126.57,3102815744,0,2010,9,20,0
432,1142.82,1139.78,1148.59,1136.22,3547354368,0,2010,9,21,1
433,1139.49,1134.28,1144.38,1131.58,3542698496,0,2010,9,22,2
434,1131.1,1124.83,1136.77,1122.79,3267862784,1,2010,9,23,3
435,1131.69,1148.67,1148.9,1131.69,3401735936,0,2010,9,24,4
436,1148.64,1142.16,1149.92,1142.0,2832130560,1,2010,9,27,0
437,1142.31,1147.7,1150.0,1132.09,3255310080,0,2010,9,28,1
438,1146.75,1144.73,1148.63,1140.26,3339047936,0,2010,9,29,2
439,1145.97,1141.2,1157.16,1136.08,3661455104,1,2010,9,30,3
440,1143.49,1146.24,1150.3,1139.42,3586079744,0,2010,10,1,4
441,1144.96,1137.03,1148.16,1131.87,3125496064,1,2010,10,4,0
442,1140.68,1160.75,1162.76,1140.68,4074697984,0,2010,10,5,1
443,1159.81,1159.97,1162.33,1154.85,3422677760,0,2010,10,6,2
444,1161.57,1158.06,1163.87,1151.41,3226002176,1,2010,10,7,3
445,1158.36,1165.15,1167.73,1155.58,3254345984,1,2010,10,8,4
446,1165.32,1165.32,1168.68,1162.02,2487344896,1,2010,10,11,0
447,1164.28,1169.77,1172.58,1155.71,3593704192,1,2010,10,12,1
448,1171.32,1178.1,1184.38,1171.32,4469820416,0,2010,10,13,2
449,1177.82,1173.81,1178.89,1166.71,4487417856,1,2010,10,14,3
450,1177.47,1176.19,1181.2,1167.12,5224183296,1,2010,10,15,4
451,1176.83,1184.71,1185.53,1174.55,4061678080,0,2010,10,18,0
452,1178.64,1165.9,1178.64,1159.71,4700523008,1,2010,10,19,1
453,1166.74,1178.17,1182.94,1166.74,4286526464,1,2010,10,20,2
454,1179.82,1180.26,1189.43,1171.17,3910238976,1,2010,10,21,3
455,1180.52,1183.08,1183.93,1178.99,2773475328,1,2010,10,22,4
456,1184.74,1185.62,1196.14,1184.74,3649906432,1,2010,10,25,0
457,1184.88,1185.64,1187.11,1177.72,3502213120,0,2010,10,26,1
458,1183.84,1182.45,1183.84,1171.7,3582651648,1,2010,10,27,2
459,1184.47,1183.78,1189.53,1177.1,3371780864,0,2010,10,28,3
460,1183.87,1183.26,1185.46,1179.7,3107671040,1,2010,10,29,4
461,1185.71,1184.38,1195.81,1177.65,2944575232,1,2010,11,1,0
462,1187.86,1193.57,1195.88,1187.86,3007564800,1,2010,11,2,1
463,1193.79,1197.96,1198.3,1183.56,3536006400,1,2010,11,3,2
464,1198.34,1221.06,1221.25,1198.34,4624839168,1,2010,11,4,3
465,1221.2,1225.85,1227.08,1220.29,4667426304,0,2010,11,5,4
466,1223.24,1223.25,1224.57,1217.55,3191424256,0,2010,11,8,0
467,1223.59,1213.4,1226.84,1208.94,3689835776,1,2010,11,9,1
468,1213.14,1218.71,1218.75,1204.33,3580416000,0,2010,11,10,2
469,1213.04,1213.54,1215.45,1204.49,3695568384,0,2010,11,11,3
470,1209.07,1199.21,1210.5,1194.08,3642575872,0,2010,11,12,4
471,1200.44,1197.75,1207.43,1197.15,3035507712,0,2010,11,15,0
472,1194.79,1178.34,1194.79,1173.0,4199524608,1,2010,11,16,1
473,1178.33,1178.59,1183.56,1175.82,3232510464,1,2010,11,17,2
474,1183.75,1196.69,1200.29,1183.75,3682736384,1,2010,11,18,3
475,1196.12,1199.73,1199.97,1189.44,3185895168,0,2010,11,19,4
476,1198.07,1197.84,1198.94,1184.58,3222398464,0,2010,11,22,0
477,1192.51,1180.73,1192.51,1176.91,3343646976,1,2010,11,23,1
478,1183.7,1198.35,1198.62,1183.7,2665759744,0,2010,11,24,2
479,1194.16,1189.4,1194.16,1186.93,1144927616,0,2010,11,26,4
480,1189.08,1187.76,1190.34,1173.64,2901864448,0,2010,11,29,0
481,1182.96,1180.55,1187.4,1174.14,3936958720,1,2010,11,30,1
482,1186.6,1206.07,1207.61,1186.6,3852565248,1,2010,12,1,2
483,1206.81,1221.53,1221.89,1206.81,4119348736,1,2010,12,2,3
484,1219.93,1224.71,1225.57,1216.82,3079353088,0,2010,12,3,4
485,1223.87,1223.12,1225.8,1220.67,2909187840,1,2010,12,6,0
486,1227.25,1223.75,1235.05,1223.25,6423774208,1,2010,12,7,1
487,1225.02,1228.28,1228.93,1219.5,3745575168,1,2010,12,8,2
488,1230.14,1233.0,1234.71,1226.85,3620386816,1,2010,12,9,3
489,1233.85,1240.4,1240.4,1232.58,3691870464,1,2010,12,10,4
490,1242.52,1240.46,1246.73,1240.34,3730065152,1,2010,12,13,0
491,1241.84,1241.59,1246.59,1238.17,3506919424,0,2010,12,14,1
492,1241.58,1235.23,1244.25,1234.01,3631970816,1,2010,12,15,2
493,1236.34,1242.87,1243.75,1232.85,3616677888,1,2010,12,16,3
494,1243.63,1243.91,1245.81,1239.87,4813850624,1,2010,12,17,4
495,1245.76,1247.08,1250.2,1241.51,2921865216,1,2010,12,20,0
496,1249.43,1254.6,1255.82,1249.43,2821418496,1,2010,12,21,1
497,1254.94,1258.84,1259.39,1254.94,2883098624,0,2010,12,22,2
498,1257.53,1256.77,1258.59,1254.05,1936968064,1,2010,12,23,3
499,1254.66,1257.54,1258.43,1251.48,1640616832,1,2010,12,27,0
500,1259.1,1258.51,1259.9,1256.22,1645443072,1,2010,12,28,1
501,1258.78,1259.78,1262.6,1258.78,1502359936,0,2010,12,29,2
502,1259.44,1257.88,1261.09,1256.32,1401158528,0,2010,12,30,3
503,1256.76,1257.64,1259.34,1254.19,1409746560,1,2010,12,31,4
504,1257.62,1271.89,1276.17,1257.62,3610102528,0,2011,1,3,0
505,1272.95,1270.2,1274.12,1262.66,3741966848,1,2011,1,4,1
506,1268.78,1276.56,1277.63,1265.36,3934708480,0,2011,1,5,2
507,1275.47,1273.85,1278.17,1270.43,4182947840,0,2011,1,6,3
508,1274.41,1271.5,1276.83,1261.7,4217627904,0,2011,1,7,4
509,1270.84,1269.75,1271.52,1262.18,3456850176,1,2011,1,10,0
510,1272.58,1274.48,1277.25,1269.62,3231317504,1,2011,1,11,1
511,1275.65,1285.96,1286.87,1275.65,3469369600,0,2011,1,12,2
512,1285.78,1283.76,1286.7,1280.47,3609065472,1,2011,1,13,3
513,1282.9,1293.24,1293.24,1281.24,4048002560,1,2011,1,14,4
514,1293.22,1295.02,1296.06,1290.16,4673639424,0,2011,1,18,1
515,1294.52,1281.92,1294.6,1278.92,3833358848,0,2011,1,19,2
516,1280.85,1280.26,1283.35,1271.26,4127950848,1,2011,1,20,3
517,1283.63,1283.35,1291.21,1282.07,4053599232,1,2011,1,21,4
518,1283.29,1290.84,1291.93,1282.47,3309618688,1,2011,1,24,0
519,1288.17,1291.18,1291.26,1281.07,3831424256,1,2011,1,25,1
520,1291.97,1296.63,1299.74,1291.97,3726699008,1,2011,1,26,2
521,1297.51,1299.54,1301.29,1294.41,3563005184,0,2011,1,27,3
522,1299.63,1276.34,1302.67,1275.1,4586747392,1,2011,1,28,4
523,1276.5,1286.12,1287.17,1276.5,3504980480,1,2011,1,31,0
524,1289.14,1307.59,1308.86,1289.14,3825160192,0,2011,2,1,1
525,1305.91,1304.03,1307.61,1302.62,3259014400,1,2011,2,2,2
526,1302.77,1307.1,1308.6,1294.83,3542350336,1,2011,2,3,3
527,1307.01,1310.87,1311.0,1301.67,3215349248,1,2011,2,4,4
528,1311.85,1319.05,1322.85,1311.85,3252561920,1,2011,2,7,0
529,1318.76,1324.57,1324.87,1316.03,3000991744,0,2011,2,8,1
530,1322.48,1320.88,1324.54,1314.89,3159405568,1,2011,2,9,2
531,1318.13,1321.87,1322.78,1311.74,3803203840,1,2011,2,10,3
532,1318.66,1329.15,1330.79,1316.08,3307503872,1,2011,2,11,4
533,1328.73,1332.32,1332.96,1326.9,2909657856,0,2011,2,14,0
534,1330.43,1328.01,1330.43,1324.61,3095061504,1,2011,2,15,1
535,1329.51,1336.32,1337.61,1329.51,3368392960,1,2011,2,16,2
536,1334.37,1340.43,1341.5,1331.0,3042263296,1,2011,2,17,3
537,1340.38,1343.01,1344.07,1338.12,3129332736,0,2011,2,18,4
538,1338.91,1315.44,1338.91,1312.33,4350332928,0,2011,2,22,1
539,1315.44,1307.4,1317.91,1299.55,4571943936,0,2011,2,23,2
540,1307.47,1306.1,1310.91,1294.26,3965972736,1,2011,2,24,3
541,1307.34,1319.88,1320.61,1307.34,2965351424,1,2011,2,25,4
542,1321.61,1327.22,1327.69,1320.55,3287184896,0,2011,2,28,0
543,1328.64,1324.65,1332.46,1306.14,3712890624,0,2011,3,1,1
544,1305.47,1308.44,1314.19,1302.58,3217127680,1,2011,3,2,2
545,1312.37,1330.97,1332.28,1312.37,3503535872,0,2011,3,3,3
546,1330.73,1321.15,1331.08,1312.59,3636549120,0,2011,3,4,4
547,1322.72,1310.13,1327.68,1303.99,3332784896,1,2011,3,7,0
548,1311.05,1321.82,1325.74,1306.86,3427370496,0,2011,3,8,1
549,1319.92,1320.02,1323.21,1312.27,2978600192,0,2011,3,9,2
550,1315.72,1295.11,1315.72,1294.21,3746292224,1,2011,3,10,3
551,1293.43,1304.28,1308.35,1291.99,2962426624,0,2011,3,11,4
552,1301.19,1296.39,1301.19,1286.37,3352107776,0,2011,3,14,0
553,1288.46,1281.87,1288.46,1261.12,4305276928,0,2011,3,15,1
554,1279.46,1256.88,1280.91,1249.05,4744516096,1,2011,3,16,2
555,1261.61,1273.72,1278.88,1261.61,3443007744,1,2011,3,17,3
556,1276.71,1279.2,1288.88,1276.18,4340251648,1,2011,3,18,4
557,1281.65,1298.38,1300.58,1281.65,3771115520,0,2011,3,21,0
558,1298.29,1293.77,1298.47,1293.77,2836708608,1,2011,3,22,1
559,1292.19,1297.54,1300.51,1284.05,3102440960,1,2011,3,23,2
560,1300.61,1309.66,1311.34,1297.74,3127133696,1,2011,3,24,3
561,1311.8,1313.8,1319.18,1310.15,2793186560,0,2011,3,25,4
562,1315.45,1310.19,1319.74,1310.19,2524173568,1,2011,3,28,0
563,1309.37,1319.44,1319.45,1305.26,2649010176,1,2011,3,29,1
564,1321.89,1328.26,1331.74,1321.89,2960324864,0,2011,3,30,2
565,1327.44,1325.83,1329.77,1325.03,3060771328,1,2011,3,31,3
566,1329.48,1332.41,1337.85,1328.89,3110876672,1,2011,4,1,4
567,1333.56,1332.87,1336.74,1329.1,2492411392,0,2011,4,4,0
568,1332.03,1332.63,1338.21,1330.03,3048389888,1,2011,4,5,1
569,1335.94,1335.54,1339.38,1331.09,3292452608,0,2011,4,6,2
570,1334.82,1333.51,1338.8,1326.56,3131744000,0,2011,4,7,3
571,1336.16,1328.17,1339.46,1322.94,2711409408,0,2011,4,8,4
572,1329.01,1324.46,1333.77,1321.06,2552920064,0,2011,4,11,0
573,1321.96,1314.16,1321.96,1309.51,3206825216,1,2011,4,12,1
574,1314.03,1314.41,1321.35,1309.19,2943087872,1,2011,4,13,2
575,1311.13,1314.52,1316.79,1302.42,2997489920,1,2011,4,14,3
576,1314.54,1319.68,1322.88,1313.68,3270398976,0,2011,4,15,4
577,1313.35,1305.14,1313.35,1294.7,3620834048,1,2011,4,18,0
578,1305.99,1312.62,1312.7,1303.97,3169129728,1,2011,4,19,1
579,1319.12,1330.36,1332.66,1319.12,3550103040,1,2011,4,20,2
580,1333.23,1337.38,1337.49,1332.83,3067678976,0,2011,4,21,3
581,1337.14,1335.25,1337.55,1331.47,2310460928,1,2011,4,25,0
582,1336.75,1347.24,1349.55,1336.75,3331586304,1,2011,4,26,1
583,1348.43,1355.66,1357.49,1344.25,3204425984,1,2011,4,27,2
584,1353.86,1360.48,1361.71,1353.6,3245483264,1,2011,4,28,3
585,1360.14,1363.61,1364.56,1358.69,3618333696,0,2011,4,29,4
586,1365.21,1361.22,1370.58,1358.59,3008565504,0,2011,5,2,0
587,1359.76,1356.62,1360.84,1349.52,3551675392,0,2011,5,3,1
588,1355.9,1347.32,1355.9,1341.5,3418914048,0,2011,5,4,2
589,1344.16,1335.1,1348.0,1329.17,3430574336,1,2011,5,5,3
590,1340.24,1340.2,1354.36,1335.58,3206993152,1,2011,5,6,4
591,1340.2,1346.29,1349.44,1338.64,2215355392,1,2011,5,9,0
592,1348.34,1357.16,1359.44,1348.34,2588987136,0,2011,5,10,1
593,1354.51,1342.08,1354.51,1336.36,3009408768,1,2011,5,11,2
594,1339.39,1348.65,1351.05,1332.03,2968181504,0,2011,5,12,3
595,1348.69,1337.77,1350.47,1333.36,2775577088,0,2011,5,13,4
596,1334.77,1329.47,1343.33,1327.32,2770220032,0,2011,5,16,0
597,1326.1,1328.98,1330.42,1318.51,3120281088,1,2011,5,17,1
598,1328.54,1340.68,1341.82,1326.59,2815843328,1,2011,5,18,2
599,1342.4,1343.6,1345.21,1336.36,2538697728,0,2011,5,19,3
600,1342.0,1333.27,1342.0,1330.67,2649333248,0,2011,5,20,4
601,1333.07,1317.37,1333.07,1312.88,2526352640,0,2011,5,23,0
602,1317.7,1316.28,1323.72,1313.87,2638374400,1,2011,5,24,1
603,1316.36,1320.47,1325.86,1311.8,2816371712,1,2011,5,25,2
604,1320.64,1325.69,1328.51,1314.41,2611023616,1,2011,5,26,3
605,1325.69,1331.1,1334.62,1325.69,2104182144,1,2011,5,27,4
606,1331.1,1345.2,1345.2,1331.1,2839381248,0,2011,5,31,1
607,1345.2,1314.55,1345.2,1313.71,3229074432,0,2011,6,1,2
608,1314.55,1312.94,1318.03,1305.61,2887065856,0,2011,6,2,3
609,1312.94,1300.16,1312.94,1297.9,2667703296,0,2011,6,3,4
610,1300.26,1286.17,1300.26,1284.72,2764305920,0,2011,6,6,0
611,1286.31,1284.94,1296.22,1284.74,2820923648,0,2011,6,7,1
612,1284.63,1279.56,1287.04,1277.42,3007841024,1,2011,6,8,2
613,1279.63,1289.0,1294.54,1279.63,2513593088,0,2011,6,9,3
614,1288.6,1270.98,1288.6,1268.28,2942971392,1,2011,6,10,4
615,1271.31,1271.83,1277.04,1265.64,2686504448,1,2011,6,13,0
616,1272.22,1287.87,1292.5,1272.22,2774819072,0,2011,6,14,1
617,1287.87,1265.42,1287.87,1261.9,3169681664,1,2011,6,15,2
618,1265.53,1267.64,1274.11,1258.07,3070094592,1,2011,6,16,3
619,1268.58,1271.5,1279.82,1267.4,3384583168,1,2011,6,17,4
620,1271.5,1278.36,1280.42,1267.56,2328571392,1,2011,6,20,0
621,1278.4,1295.52,1297.62,1278.4,2710055424,0,2011,6,21,1
622,1295.48,1287.14,1298.61,1286.79,2402371328,0,2011,6,22,2
623,1286.6,1283.5,1286.6,1262.87,3373069824,0,2011,6,23,3
624,1283.04,1268.45,1283.93,1267.24,3788248064,1,2011,6,24,4
625,1268.44,1280.1,1284.91,1267.53,2508147456,1,2011,6,27,0
626,1280.21,1296.67,1296.8,1280.21,2447109888,1,2011,6,28,1
627,1296.85,1307.41,1309.21,1296.85,2926075392,1,2011,6,29,2
628,1307.64,1320.64,1321.97,1307.64,2886689536,1,2011,6,30,3
629,1320.64,1339.67,1341.01,1318.18,2487277824,0,2011,7,1,4
630,1339.59,1337.88,1340.89,1334.3,2400202240,1,2011,7,5,1
631,1337.56,1339.22,1340.94,1330.92,2391739904,1,2011,7,6,2
632,1339.62,1353.22,1356.48,1339.62,2690408960,0,2011,7,7,3
633,1352.39,1343.8,1352.39,1333.71,2383964416,0,2011,7,8,4
634,1343.31,1319.49,1343.31,1316.42,2568826368,0,2011,7,11,0
635,1319.61,1313.64,1327.17,1313.33,2874884864,1,2011,7,12,1
636,1314.45,1317.72,1331.48,1314.45,2614269184,0,2011,7,13,2
637,1317.74,1308.87,1326.88,1306.51,2915094272,1,2011,7,14,3
638,1308.87,1316.14,1317.7,1307.52,2939969024,0,2011,7,15,4
639,1315.94,1305.44,1315.94,1295.92,2787058688,1,2011,7,18,0
640,1307.07,1326.73,1328.14,1307.07,3038620160,0,2011,7,19,1
641,1328.66,1325.84,1330.43,1323.65,2715936000,1,2011,7,20,2
642,1325.65,1343.8,1347.0,1325.65,3650163456,1,2011,7,21,3
643,1343.8,1345.02,1346.1,1336.95,2484338432,0,2011,7,22,4
644,1344.32,1337.43,1344.32,1331.09,2389367808,0,2011,7,25,0
645,1337.39,1331.94,1338.51,1329.59,2785893888,0,2011,7,26,1
646,1331.91,1304.89,1331.91,1303.49,3476202240,0,2011,7,27,2
647,1304.84,1300.67,1316.32,1299.16,3334352384,0,2011,7,28,3
648,1300.12,1292.28,1304.16,1282.86,3501623552,0,2011,7,29,4
649,1292.59,1286.94,1307.38,1274.73,3345071616,0,2011,8,1,0
650,1286.56,1254.05,1286.56,1254.03,4013534208,1,2011,8,2,1
651,1254.25,1260.34,1261.2,1234.56,4197900800,0,2011,8,3,2
652,1260.23,1200.07,1260.23,1199.54,5419912192,0,2011,8,4,3
653,1200.28,1199.38,1218.11,1168.09,6400604160,0,2011,8,5,4
654,1198.48,1119.46,1198.48,1119.28,7431248384,1,2011,8,8,0
655,1120.23,1172.53,1172.88,1101.54,7055522304,0,2011,8,9,1
656,1171.77,1120.76,1171.77,1118.01,6544700928,1,2011,8,10,2
657,1121.3,1172.64,1186.29,1121.3,5688665600,1,2011,8,11,3
658,1172.87,1178.81,1189.04,1170.74,3966488832,1,2011,8,12,4
659,1178.86,1204.49,1204.49,1178.86,3306947584,0,2011,8,15,0
660,1204.22,1192.76,1204.22,1180.53,3388731648,1,2011,8,16,1
661,1192.89,1193.88,1208.47,1184.36,3044103168,0,2011,8,17,2
662,1189.62,1140.65,1189.62,1131.03,5113910784,0,2011,8,18,3
663,1140.47,1123.53,1154.54,1122.05,4297513472,1,2011,8,19,4
664,1123.55,1123.82,1145.49,1121.09,3627631360,1,2011,8,22,0
665,1124.36,1162.35,1162.35,1122.91,4018115840,1,2011,8,23,1
666,1162.16,1177.6,1178.56,1156.3,3602548992,0,2011,8,24,2
667,1176.69,1159.27,1190.68,1155.47,4109184256,1,2011,8,25,3
668,1158.85,1176.8,1181.23,1135.91,3475899648,1,2011,8,26,4
669,1177.91,1210.08,1210.28,1177.91,2837134848,1,2011,8,29,0
670,1209.76,1212.92,1220.1,1195.77,3099980800,1,2011,8,30,1
671,1213.0,1218.89,1230.71,1209.35,3557535488,0,2011,8,31,2
672,1219.12,1204.42,1229.29,1203.85,3062285824,0,2011,9,1,3
673,1203.9,1173.97,1203.9,1170.56,2856296192,0,2011,9,2,4
674,1173.97,1165.24,1173.97,1140.13,3363251968,1,2011,9,6,1
675,1165.85,1198.62,1198.62,1165.85,3131513344,0,2011,9,7,2
676,1197.98,1185.9,1204.4,1183.34,3278581760,0,2011,9,8,3
677,1185.37,1154.23,1185.37,1148.37,3951840000,1,2011,9,9,4
678,1153.5,1162.27,1162.52,1136.07,3569079808,1,2011,9,12,0
679,1162.59,1172.87,1176.41,1157.44,3220704256,1,2011,9,13,1
680,1173.32,1188.68,1202.38,1162.73,3620353280,1,2011,9,14,2
681,1189.44,1209.11,1209.11,1189.44,3196478208,1,2011,9,15,3
682,1209.21,1216.01,1220.06,1204.46,4024737280,0,2011,9,16,4
683,1214.99,1204.09,1214.99,1188.36,2965567744,0,2011,9,19,0
684,1204.5,1202.09,1220.39,1201.29,2972154624,0,2011,9,20,1
685,1203.63,1166.76,1206.3,1166.21,3933399808,0,2011,9,21,2
686,1164.55,1129.56,1164.55,1114.22,5568333312,1,2011,9,22,3
687,1128.82,1136.43,1141.72,1121.36,4059729664,1,2011,9,23,4
688,1136.91,1162.95,1164.19,1131.07,3723684608,1,2011,9,26,0
689,1163.32,1175.38,1195.86,1163.32,3650077952,0,2011,9,27,1
690,1175.39,1151.06,1184.71,1150.4,3241484288,1,2011,9,28,2
691,1151.74,1160.4,1175.87,1139.93,3688933120,0,2011,9,29,3
692,1159.93,1131.42,1159.93,1131.34,3582360320,0,2011,9,30,4
693,1131.21,1099.23,1138.99,1098.92,4459804160,1,2011,10,3,0
694,1097.42,1123.95,1125.12,1074.77,5185005568,1,2011,10,4,1
695,1124.03,1144.04,1146.07,1115.68,4140642560,1,2011,10,5,2
696,1144.11,1164.97,1165.55,1134.95,3844385792,0,2011,10,6,3
697,1165.03,1155.46,1171.4,1150.26,3809399552,1,2011,10,7,4
698,1158.15,1194.89,1194.91,1158.15,2990139648,1,2011,10,10,0
699,1194.6,1195.54,1199.24,1187.3,3000995328,1,2011,10,11,1
700,1196.19,1207.25,1220.25,1196.19,3609034496,0,2011,10,12,2
701,1206.96,1203.66,1207.46,1190.58,2975273984,1,2011,10,13,3
702,1205.65,1224.58,1224.61,1205.65,2777587968,0,2011,10,14,4
703,1224.47,1200.86,1224.47,1198.55,2907878656,1,2011,10,17,0
704,1200.75,1225.38,1233.1,1191.48,3895948800,0,2011,10,18,1
705,1223.46,1209.88,1229.64,1206.31,3445520896,1,2011,10,19,2
706,1209.92,1215.39,1219.53,1197.34,3442342656,1,2011,10,20,3
707,1215.39,1238.25,1239.03,1215.39,3739385088,1,2011,10,21,4
708,1238.72,1254.19,1256.55,1238.72,3305720576,0,2011,10,24,0
709,1253.86,1229.05,1253.86,1226.79,3359492608,1,2011,10,25,1
710,1229.17,1242.0,1246.28,1221.06,3747974656,1,2011,10,26,2
711,1243.97,1284.59,1292.66,1243.97,4877932544,1,2011,10,27,3
712,1284.39,1285.08,1287.08,1277.01,3343864576,0,2011,10,28,4
713,1284.96,1253.3,1284.96,1253.16,3314540544,0,2011,10,31,0
714,1251.0,1218.28,1251.0,1215.42,4291097856,1,2011,11,1,1
715,1219.62,1237.9,1242.48,1219.62,3069110272,1,2011,11,2,2
716,1238.25,1261.15,1263.21,1234.81,3565894400,0,2011,11,3,3
717,1260.82,1253.23,1260.82,1238.92,2963853824,1,2011,11,4,4
718,1253.21,1261.12,1261.7,1240.75,2762577152,1,2011,11,7,0
719,1261.12,1275.92,1277.55,1254.99,2910056192,0,2011,11,8,1
720,1275.18,1229.1,1275.18,1226.64,3570923776,1,2011,11,9,2
721,1229.59,1239.7,1246.22,1227.7,3069064192,1,2011,11,10,3
722,1240.12,1263.85,1266.98,1240.12,2543529728,0,2011,11,11,4
723,1263.85,1251.78,1263.85,1246.68,2419010816,1,2011,11,14,0
724,1251.7,1257.81,1264.25,1244.34,2771525632,0,2011,11,15,1
725,1257.81,1236.91,1259.61,1235.67,3190017024,0,2011,11,16,2
726,1236.56,1216.13,1237.73,1209.43,3642198784,0,2011,11,17,3
727,1216.19,1215.65,1223.51,1211.36,2921388032,0,2011,11,18,4
728,1215.62,1192.98,1215.62,1183.16,3313982976,0,2011,11,21,0
729,1192.98,1188.04,1196.81,1181.65,2954757632,0,2011,11,22,1
730,1187.48,1161.79,1187.48,1161.79,2908060160,0,2011,11,23,2
731,1161.41,1158.67,1172.66,1158.66,1251171712,1,2011,11,25,4
732,1158.67,1192.55,1197.35,1158.67,2927728128,1,2011,11,28,0
733,1192.56,1195.19,1203.67,1191.8,2893940480,1,2011,11,29,1
734,1196.72,1246.96,1247.11,1196.72,4167528448,0,2011,11,30,2
735,1246.91,1244.58,1251.09,1239.73,2780188672,0,2011,12,1,3
736,1246.03,1244.28,1260.08,1243.35,3084642304,1,2011,12,2,4
737,1244.33,1257.08,1266.73,1244.33,3054908416,1,2011,12,5,0
738,1257.19,1258.47,1266.03,1253.03,2689515008,1,2011,12,6,1
739,1258.14,1261.01,1267.06,1244.8,2966331648,0,2011,12,7,2
740,1260.87,1234.35,1260.87,1231.47,3159971072,1,2011,12,8,3
741,1234.48,1255.19,1258.25,1234.48,2787615744,0,2011,12,9,4
742,1255.05,1236.47,1255.05,1227.25,2765165056,0,2011,12,12,0
743,1236.83,1225.73,1249.86,1219.43,3090767360,0,2011,12,13,1
744,1225.73,1211.82,1225.73,1209.47,3149174528,1,2011,12,14,2
745,1212.12,1215.75,1225.6,1212.12,2832460800,1,2011,12,15,3
746,1216.09,1219.66,1231.04,1215.2,4051207680,0,2011,12,16,4
747,1219.74,1205.35,1224.57,1202.37,2730036480,1,2011,12,19,0
748,1205.72,1241.3,1242.82,1205.72,3122119680,1,2011,12,20,1
